StockCode,TotalQuantity,AverageDailyDemand,DemandStd,SafetyStock,ReorderPoint,CurrentStock,RecommendedReorderQty,Recommendation
16202C,94,9.4,8.382521498133285,36.593810952126866,102.39381095212687,28.200000000000003,74.19381095212687,REORDER
16202E,66,6.6,5.699902533279748,24.8828655906027,71.0828655906027,19.799999999999997,51.2828655906027,REORDER
16206B,89,6.846153846153846,6.65640235470275,29.058455673931576,76.9815325970085,20.538461538461537,56.44307105854696,REORDER
16207A,42,3.230769230769231,1.640825308284734,7.1630059225267875,29.778390537911406,9.692307692307693,20.086082845603713,REORDER
16207B,207,23.0,40.88703951131703,178.49194834781764,339.49194834781764,69.0,270.49194834781764,REORDER
16212,357,12.75,13.478721227398609,58.841218192125595,148.0912181921256,38.25,109.84121819212561,REORDER
16215,8,8.0,0.0,0.0,56.0,24.0,32.0,REORDER
16216,819,25.59375,29.214290995796848,127.53468536152076,306.69093536152076,76.78125,229.90968536152076,REORDER
16218,765,45.0,35.96352318669571,156.99838872580827,471.99838872580824,135.0,336.99838872580824,REORDER
16219,291,17.11764705882353,9.095894355017931,39.7080327849046,159.5315621966693,51.35294117647059,108.17862102019873,REORDER
16225,660,19.41176470588235,49.67660119092643,216.86268900470856,352.745041945885,58.23529411764706,294.50974782823795,REORDER
16235,2510,38.61538461538461,34.98602055986626,152.73111111257816,423.0388034202704,115.84615384615384,307.19264957411656,REORDER
16236,1129,17.92063492063492,16.125817395938352,70.39708915353192,195.84153359797637,53.76190476190476,142.0796288360716,REORDER
16237,5656,45.248,51.031087299485804,222.7756841106491,539.5116841106491,135.744,403.76768411064904,REORDER
16238,1030,19.433962264150942,15.039063792928713,65.65287753308651,201.6906133821431,58.30188679245283,143.3887265896903,REORDER
16239,338,30.727272727272727,86.90349924955946,379.37632767477726,594.4672367656864,92.18181818181819,502.2854185838682,REORDER
16243B,205,205.0,0.0,0.0,1435.0,615.0,820.0,REORDER
16244A,142,23.666666666666668,36.13124225191637,157.7305645713601,323.3972312380268,71.0,252.3972312380268,REORDER
16244B,302,50.333333333333336,98.10946267647513,428.2958451818089,780.6291785151423,151.0,629.6291785151423,REORDER
16245A,11,1.8333333333333333,1.3291601358251257,5.802434833757291,18.635768167090625,5.5,13.135768167090625,REORDER
16248B,68,17.0,21.02379604162864,91.77916430214431,210.7791643021443,51.0,159.7791643021443,REORDER
16254,881,97.88888888888889,287.2927272158331,1254.17343098951,1939.3956532117322,293.66666666666663,1645.7289865450657,REORDER
16256B,493,24.65,16.52836477408649,72.15440557180867,244.70440557180865,73.94999999999999,170.75440557180866,REORDER
16256C,169,16.9,14.60175027560433,63.743789893604536,182.04378989360453,50.699999999999996,131.34378989360454,REORDER
16258A,583,17.666666666666668,32.069910612077905,140.0008632785884,263.66752994525507,53.0,210.66752994525507,REORDER
16258B,1014,112.66666666666667,167.47835681066377,731.125035476149,1519.7917021428157,338.0,1181.7917021428157,REORDER
16259,2093,91.0,56.56131025870793,246.9178152746375,883.9178152746375,273.0,610.9178152746375,REORDER
17001,1139,56.95,93.8214850267868,409.57672307581925,808.2267230758193,170.85000000000002,637.3767230758193,REORDER
17003,48166,362.1503759398496,1208.405520286212,5275.281807831641,7810.334439410588,1086.4511278195487,6723.883311591039,REORDER
17007B,22,4.4,4.505552130427524,19.66894125264499,50.468941252644996,13.200000000000001,37.26894125264499,REORDER
17011A,254,42.333333333333336,45.27545324639684,197.64952314640172,493.9828564797351,127.0,366.9828564797351,REORDER
17011B,19,9.5,9.192388155425117,40.12927547315052,106.62927547315053,28.5,78.12927547315053,REORDER
17011C,334,334.0,0.0,0.0,2338.0,1002.0,1336.0,REORDER
17011D,207,103.5,125.15790027001891,546.3755199036648,1270.8755199036648,310.5,960.3755199036648,REORDER
17011E,124,124.0,0.0,0.0,868.0,372.0,496.0,REORDER
17011F,300,33.333333333333336,61.2474489264655,267.3751051893201,500.7084385226534,100.0,400.7084385226534,REORDER
17012A,374,46.75,67.32172224263344,293.8922825628465,621.1422825628465,140.25,480.8922825628465,REORDER
17012B,162,14.727272727272727,28.67085945377609,125.16234058214154,228.25324967305062,44.18181818181818,184.07143149123243,REORDER
17012C,415,31.923076923076923,71.07210134605273,310.2645237721169,533.7260622336553,95.76923076923077,437.9568314644245,REORDER
17012D,41,5.857142857142857,8.315218406203,36.300000000000004,77.30000000000001,17.57142857142857,59.72857142857144,REORDER
17012E,205,22.77777777777778,63.46411934663905,277.0519569954344,436.49640143987887,68.33333333333334,368.16306810654555,REORDER
17012F,128,25.6,40.475918766595036,176.6972049863834,355.89720498638343,76.80000000000001,279.0972049863834,REORDER
17013B,255,127.5,3.5355339059327378,15.43433672044251,907.9343367204425,382.5,525.4343367204425,REORDER
17013C,213,106.5,14.849242404917497,64.82421422585853,810.3242142258586,319.5,490.82421422585855,REORDER
17013D,516,51.6,64.26023480954436,280.5273908195062,641.7273908195061,154.8,486.9273908195061,REORDER
17013F,61,15.25,27.183021661814323,118.66720008072997,225.41720008072997,45.75,179.66720008072997,REORDER
17014A,93,46.5,60.10407640085654,262.38372424752265,587.8837242475227,139.5,448.38372424752265,REORDER
17014C,96,96.0,0.0,0.0,672.0,288.0,384.0,REORDER
17014D,476,95.2,95.08785411397189,415.1050442357934,1081.5050442357933,285.6,795.9050442357933,REORDER
17014E,93,23.25,43.83586811428894,191.36502913280685,354.11502913280685,69.75,284.36502913280685,REORDER
17014F,61,15.25,27.83732506306356,121.52355481551714,228.27355481551714,45.75,182.52355481551714,REORDER
17021,1925,71.29629629629629,161.27468560355098,704.0429729472556,1203.1170470213297,213.88888888888886,989.2281581324407,REORDER
17027A,228,114.0,42.42640687119285,185.2120406453101,983.2120406453101,342.0,641.2120406453101,REORDER
17033,3279,58.55357142857143,92.27152020834185,402.81036768248646,812.6853676824865,175.66071428571428,637.0246533967722,REORDER
17038,1123,93.58333333333333,47.83961525638337,208.8433458959131,863.9266792292464,280.75,583.1766792292464,REORDER
17039,3641,125.55172413793103,235.39231481066065,1027.6027171159765,1906.4647860814937,376.6551724137931,1529.8096136677007,REORDER
17061,52,52.0,0.0,0.0,364.0,156.0,208.0,REORDER
17084A,242,22.0,6.855654600401044,29.92828929290814,183.92828929290815,66.0,117.92828929290815,REORDER
17084G,50,25.0,0.0,0.0,175.0,75.0,100.0,REORDER
17084J,254,21.166666666666668,8.952737857857512,39.083084576322776,187.24975124298948,63.5,123.74975124298948,REORDER
17084N,1391,43.46875,44.10616544934689,192.54500935500812,496.8262593550081,130.40625,366.4200093550081,REORDER
17084P,550,39.285714285714285,46.73399120625088,204.01675553361184,479.01675553361184,117.85714285714286,361.159612676469,REORDER
17084R,8033,205.97435897435898,364.53434515683205,1591.3709156841546,3033.191428504668,617.9230769230769,2415.2683515815907,REORDER
17090A,106,5.888888888888889,8.065094645073108,35.2080873062526,76.43030952847482,17.666666666666668,58.76364286180815,REORDER
17090D,66,3.6666666666666665,3.1808249022578288,13.885858231435655,39.55252489810232,11.0,28.55252489810232,REORDER
17091A,1909,25.7972972972973,45.116585575209456,196.95598797000756,377.5370690510887,77.3918918918919,300.1451771591968,REORDER
17091B,264,6.6,9.63380799114537,42.05628920314369,88.2562892031437,19.799999999999997,68.4562892031437,REORDER
17091F,16,2.6666666666666665,1.7511900715418263,7.644802155713383,26.311468822380046,8.0,18.311468822380046,REORDER
17091J,1986,29.205882352941178,53.66968037679325,234.29443491517515,438.7356113857634,87.61764705882354,351.11796432693984,REORDER
17096,3641,182.05,286.13972939255063,1249.1400309102132,2523.490030910213,546.1500000000001,1977.340030910213,REORDER
17107D,151,4.194444444444445,2.5947137958818662,11.327196255031517,40.68830736614263,12.583333333333334,28.104974032809295,REORDER
17108D,355,16.136363636363637,9.612964730461195,41.96529816407837,154.91984361862382,48.40909090909091,106.51075270953291,REORDER
17109A,709,54.53846153846154,85.78618321600064,374.4986960796854,756.2679268489162,163.6153846153846,592.6525422335316,REORDER
17109B,4541,302.73333333333335,994.9061310112675,4343.252430840279,6462.385764173612,908.2,5554.185764173612,REORDER
17109C,3124,260.3333333333333,716.7457179798316,3128.9460230243667,4951.2793563577,781.0,4170.2793563577,REORDER
17109D,1194,39.8,84.98089034681814,370.983198383375,649.583198383375,119.39999999999999,530.183198383375,REORDER
17129C,84,8.4,22.351733713517618,97.57626248222464,156.37626248222463,25.200000000000003,131.17626248222462,REORDER
17129D,518,32.375,40.463769802956655,176.64416881120079,403.26916881120076,97.125,306.14416881120076,REORDER
17129F,513,23.318181818181817,23.257126636666435,101.52874592941646,264.7560186566892,69.95454545454545,194.80147320214377,REORDER
17136A,391,24.4375,16.89958086265258,73.77494556927847,244.8374455692785,73.3125,171.5249455692785,REORDER
17164B,1559,25.983333333333334,45.14402250975849,197.07576362417285,378.9590969575062,77.95,301.0090969575062,REORDER
17164D,1144,49.73913043478261,86.46871078409825,377.4782631231032,725.6521761665815,149.2173913043478,576.4347848622338,REORDER
17165B,809,17.21276595744681,44.314555548798076,193.45473418008726,313.9440958822149,51.63829787234043,262.3057980098745,REORDER
17165D,689,11.295081967213115,18.275980833045214,79.78360541253416,158.84917918302597,33.885245901639344,124.96393328138663,REORDER
17174,27,9.0,13.0,56.75136562233547,119.75136562233547,27.0,92.75136562233547,REORDER
17178,133,5.782608695652174,6.687549637804774,29.194428816351987,69.6726896859172,17.347826086956523,52.32486359896068,REORDER
17181,294,10.88888888888889,17.22773553880114,75.20750141595431,151.42972363817654,32.66666666666667,118.76305697150987,REORDER
17191A,29,2.9,1.5951314818673865,6.963529995627218,27.26352999562722,8.7,18.56352999562722,REORDER
18007,5504,177.5483870967742,509.72815230013714,2225.2129799371214,3468.051689614541,532.6451612903227,2935.406528324218,REORDER
18010,56,9.333333333333334,7.737355275975549,33.77734447821498,99.11067781154833,28.0,71.11067781154833,REORDER
18094C,211,7.033333333333333,5.020532554066031,21.917082968818384,71.15041630215171,21.1,50.05041630215171,REORDER
18096C,106,8.833333333333334,12.46692594123517,54.424236329047375,116.25756966238072,26.5,89.75756966238072,REORDER
18097A,13,1.625,0.9161253813129043,3.9993358823684715,15.374335882368472,4.875,10.499335882368472,REORDER
18097B,7,2.3333333333333335,1.1547005383792515,5.0408332644514235,21.374166597784757,7.0,14.374166597784757,REORDER
18097C,912,10.363636363636363,22.133960913160777,96.62557757332841,169.17103211878296,31.09090909090909,138.08012302787387,REORDER
18098A,2,1.0,0.0,0.0,7.0,3.0,4.0,REORDER
18098B,3,1.0,0.0,0.0,7.0,3.0,4.0,REORDER
18098C,951,7.859504132231405,12.066003056193301,52.67401161863409,107.69054054425392,23.578512396694215,84.1120281475597,REORDER
20615,231,5.5,15.302239593777308,66.80176877131032,105.30176877131032,16.5,88.80176877131032,REORDER
20616,56,2.9473684210526314,2.895853054331435,12.64181657499386,33.27339552236228,8.842105263157894,24.431290259204385,REORDER
20617,386,8.772727272727273,29.907503636785798,130.5608979801968,191.96998888928772,26.31818181818182,165.6518070711059,REORDER
20618,126,2.8636363636363638,3.751532456432997,16.377276159929792,36.42273070538434,8.590909090909092,27.831821614475245,REORDER
20619,231,5.133333333333334,14.762667903748417,64.44627413590332,100.37960746923666,15.400000000000002,84.97960746923665,REORDER
20620,1,1.0,0.0,0.0,7.0,3.0,4.0,REORDER
20621,199,7.37037037037037,18.978019974835156,82.84835002921967,134.44094262181227,22.11111111111111,112.32983151070115,REORDER
20622,361,8.204545454545455,29.80134189694067,130.09745000226957,187.52926818408775,24.613636363636367,162.91563182045138,REORDER
20652,1070,20.18867924528302,85.64642356441924,373.88857676536645,515.2093314823476,60.56603773584906,454.6432937464985,REORDER
20653,1894,78.91666666666667,366.61494035670944,1600.4537325226406,2152.870399189307,236.75,1916.1203991893071,REORDER
20654,234,4.178571428571429,5.40069740566276,23.57668869879738,52.82668869879738,12.535714285714286,40.2909744130831,REORDER
20655,179,3.4423076923076925,4.136937683077322,18.059758693010654,42.155912539164504,10.326923076923077,31.828989462241427,REORDER
20657,1632,34.723404255319146,176.56821592550466,770.8067214824455,1013.8705512696795,104.17021276595744,909.700338503722,REORDER
20658,1028,8.094488188976378,6.820176731483499,29.773411022874225,86.43482834570887,24.283464566929133,62.15136377877973,REORDER
20659,194,3.803921568627451,3.852373854355972,16.817498240190883,43.44494922058304,11.411764705882351,32.03318451470069,REORDER
20660,71,3.736842105263158,5.331688342804306,23.27543034821777,49.43332508505988,11.210526315789474,38.222798769270405,REORDER
20661,779,21.054054054054053,67.91700243104975,296.49097207211935,443.8693504504977,63.16216216216216,380.7071882883355,REORDER
20662,686,38.111111111111114,95.43207556032527,416.6077394017203,683.3855171794982,114.33333333333334,569.0521838461648,REORDER
20663,1034,94.0,200.7754965128962,876.4833546622549,1534.483354662255,282.0,1252.483354662255,REORDER
20664,25,1.9230769230769231,1.1151635501529555,4.868234951033232,18.329773412571694,5.769230769230769,12.560542643340924,REORDER
20665,845,7.3478260869565215,5.238259182947571,22.867566316616447,74.30234892531209,22.043478260869563,52.258870664442526,REORDER
20666,867,51.0,131.40728670815787,573.6571518010562,930.6571518010562,153.0,777.6571518010562,REORDER
20667,20,2.5,1.1952286093343936,5.217758139277826,22.717758139277827,7.5,15.217758139277827,REORDER
20668,8710,104.93975903614458,145.49531460041226,635.158291940363,1369.736605193375,314.81927710843377,1054.9173280849413,REORDER
20669,447,5.730769230769231,6.67554769760033,29.142034470450465,69.25741908583508,17.192307692307693,52.06511139352739,REORDER
20670,656,43.733333333333334,104.13141879832608,454.5846323843339,760.7179657176672,131.2,629.5179657176673,REORDER
20671,731,7.776595744680851,8.90349001925607,38.868093645970454,93.30426385873642,23.329787234042552,69.97447662469386,REORDER
20672,116,6.105263157894737,5.867942445015263,25.61644208829864,68.35328419356179,18.315789473684212,50.03749471987758,REORDER
20673,5,2.5,2.1213203435596424,9.260602032265503,26.760602032265503,7.5,19.260602032265503,REORDER
20674,1758,11.26923076923077,13.165128010524576,57.47223024539463,136.35684563001,33.80769230769231,102.54915332231771,REORDER
20675,3186,16.857142857142858,24.40974941004922,106.56050873225314,224.56050873225314,50.57142857142857,173.98908016082459,REORDER
20676,5234,22.560344827586206,30.482210777870964,133.06977606400386,290.9921898571073,67.68103448275862,223.3111553743487,REORDER
20677,3839,19.68717948717949,26.997319258740106,117.85651815966757,255.66677456992397,59.06153846153846,196.6052361083855,REORDER
20679,4501,24.32972972972973,82.05548515454824,358.2123722556836,528.5204803637916,72.98918918918919,455.5312911746025,REORDER
20680,6,1.5,1.0,4.365489663256574,14.865489663256575,4.5,10.365489663256575,REORDER
20681,1195,7.709677419354839,9.264488647263057,40.44402942498476,94.41177136046863,23.129032258064516,71.28273910240412,REORDER
20682,1796,10.089887640449438,11.601325123453455,50.64546490651485,121.27467838966092,30.269662921348313,91.0050154683126,REORDER
20683,1,1.0,0.0,0.0,7.0,3.0,4.0,REORDER
20684,484,4.792079207920792,7.0912859647361115,30.956935578251922,64.50149003369746,14.376237623762375,50.12525240993509,REORDER
20685,5642,20.15,26.460879354260264,115.51469530170249,256.5646953017025,60.449999999999996,196.1146953017025,REORDER
20686,316,3.95,2.997467285323107,13.085412450027768,40.735412450027766,11.850000000000001,28.885412450027765,REORDER
20688,462,51.333333333333336,138.45486629223257,604.4232876263125,963.7566209596458,154.0,809.7566209596458,REORDER
20689,400,16.666666666666668,68.17475413559829,297.61618447401275,414.28285114067944,50.0,364.28285114067944,REORDER
20692,879,10.851851851851851,21.863846362837847,95.44639529599849,171.40935825896145,32.55555555555556,138.8538027034059,REORDER
20693,26,2.3636363636363638,1.5015143870590966,6.554845535937517,23.100300081392064,7.090909090909092,16.00939099048297,REORDER
20694,76,5.428571428571429,5.61199656935974,24.499113013771304,62.49911301377131,16.285714285714285,46.21339872805702,REORDER
20695,78,3.7142857142857144,4.869731585445518,21.25876289909646,47.25876289909646,11.142857142857142,36.115905756239314,REORDER
20696,91,3.7916666666666665,2.5703859745125857,11.220993402314368,37.762660068981035,11.375,26.387660068981035,REORDER
20697,22,2.2,2.0976176963403033,9.157128370837663,24.557128370837667,6.6000000000000005,17.957128370837665,REORDER
20698,27,2.7,2.359378449224852,10.299842231801419,29.19984223180142,8.100000000000001,21.099842231801418,REORDER
20699,180,5.294117647058823,2.9183786674017833,12.740151906010983,49.79897543542275,15.882352941176471,33.916622494246276,REORDER
20700,278,34.75,54.66456151579637,238.6375782436622,481.88757824366223,104.25,377.63757824366223,REORDER
20701,276,27.6,50.48476117712266,220.39070307070577,413.5907030707058,82.80000000000001,330.7907030707058,REORDER
20702,644,4.380952380952381,5.112881038261649,22.320229321991768,52.98689598865844,13.142857142857144,39.84403884580129,REORDER
20703,458,3.606299212598425,2.7289089636672568,11.913023872857622,37.1571183610466,10.818897637795274,26.338220723251325,REORDER
20704,134,5.826086956521739,9.232611045601757,40.30486808444295,81.08747678009513,17.47826086956522,63.60921591052991,REORDER
20705,126,6.0,10.0,43.654896632565745,85.65489663256574,18.0,67.65489663256574,REORDER
20707,1125,35.15625,89.81849417108535,392.10170787314394,638.1954578731439,105.46875,532.7267078731439,REORDER
20711,7269,33.19178082191781,64.14368708365372,280.01860292685456,512.3610686802792,99.57534246575344,412.78572621452577,REORDER
20712,7721,36.942583732057415,56.53331688740927,246.7956105015935,505.3936966259954,110.82775119617224,394.56594542982316,REORDER
20713,9352,41.56444444444445,61.70839096810916,269.3873429074759,560.3384540185871,124.69333333333334,435.64512068525374,REORDER
20714,1513,151.3,156.76879649839617,684.372560634922,1743.472560634922,453.90000000000003,1289.572560634922,REORDER
20715,400,400.0,0.0,0.0,2800.0,1200.0,1600.0,REORDER
20716,1081,9.917431192660551,7.367506790162604,32.16277473642747,101.58479308505133,29.752293577981654,71.83249950706968,REORDER
20717,3332,18.108695652173914,37.31257908336305,162.88767829786485,289.6485478630823,54.32608695652174,235.32246090656054,REORDER
20718,8071,32.94285714285714,52.88051796576761,230.8493545672121,461.4493545672121,98.82857142857142,362.62078313864066,REORDER
20719,10025,40.261044176706825,47.27988183492692,206.39983543036573,488.2271446673135,120.78313253012047,367.444012137193,REORDER
20721,1,1.0,0.0,0.0,7.0,3.0,4.0,REORDER
20723,7768,32.50209205020921,39.75448544821069,173.54779529224766,401.0624396437121,97.50627615062763,303.55616349308445,REORDER
20724,13150,47.64492753623188,51.1409177184536,223.2551476693642,556.7696404229873,142.93478260869566,413.8348578142917,REORDER
20725,20348,67.37748344370861,64.4632571151846,281.41368259618923,753.0560667021496,202.13245033112582,550.9236163710237,REORDER
20726,11984,42.19718309859155,146.30988650656357,638.7142971766458,934.0945788667866,126.59154929577466,807.5030295710119,REORDER
20727,14492,50.494773519163765,162.80184169075932,710.709757060143,1064.1731716942895,151.4843205574913,912.6888511367982,REORDER
20728,12732,45.47142857142857,151.11518277096346,659.691768347769,977.9917683477689,136.4142857142857,841.5774826334832,REORDER
20729,4626,85.66666666666667,571.907368142647,2496.655703966998,3096.322370633665,257.0,2839.322370633665,REORDER
20730,1659,44.83783783783784,229.10447804846996,1000.1532307263884,1314.0180955912533,134.51351351351352,1179.5045820777398,REORDER
